date,site,who,plot,transect,segment,round,vial_number,specimen_number,gross_ID,plant,notes,insect_order,insect_family,insect_subfamily,insect_genus,insect_species,fine_ID,pollen,pinned by,pinned date,pinned notes
7/10/17,Meridian,LX,Control,C2,2,,LX3,30339,Small black solitary bee,Potentilla gracilis,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,,,,
7/10/17,Meridian,LX,Control,C2,3,,,NA,Small black solitary bee,Potentilla gracilis,,Hymenoptera,,,,,,,,,
7/10/17,Meridian,LX,Control,C2,3,,,NA,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,,,,,,,,
7/10/17,Meridian,LG,Control,C1,3,,,NA,Ants,Linum lewisii,,,,,,,,,,,
7/10/17,Meridian,LG,Control,C1,3,,,NA,Other fly,Linum lewisii,,Diptera,,,,,,,,,
7/10/17,Meridian,LG,Control,C1,3,,,NA,Bombus centralis ,Arenaria congesta,,Hymenoptera,Apidae,Apinae,Bombus,centralis,Bombus centralis ,,,,
7/10/17,Meridian,LG,Control,C1,3,,,NA,Small black solitary bee,Arenaria congesta,,Hymenoptera,Apidae,Apinae,Bombus,centralis,Bombus centralis ,,,,
7/10/17,Meridian,LG,Control,C3,3,,,,Small black solitary bee,Potentilla gracilis,,Hymenoptera,Apidae,Apinae,Bombus,centralis,Bombus centralis ,,,,
7/10/17,Meridian,CM,Control,C1,1,,,,Other fly,Pseudocymopterus montanus,,Hymenoptera,Apidae,Apinae,Bombus,centralis,Bombus centralis,,,,
7/10/17,Meridian,CM,Control,C1,1,,,,Thrip,Linum lewisii,,,,,,,,,,,
7/10/17,Meridian,ED,Control,C3,4,,,,Ants,Linum lewisii,,,,,,,,,,,
7/10/17,Meridian,ED,Control,C3,4,,,,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/10/17,Meridian,CM,Manipulated,M3,1,,,,Syrphidae,Pseudocymopterus montanus,,Diptera,Syrphidae,,,,,,,,
7/10/17,Meridian,ED,Manipulated,M1,1,,,,Ants,Pseudocymopterus montanus,,,,,,,,,,,
7/10/17,Meridian,CM,Manipulated,M2,4,,,,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/10/17,Meridian,ED,Manipulated,M3,3,,,,Syrphidae,Arenaria congesta,,Diptera,Syrphidae,,,,,,,,
7/10/17,Meridian,KE,Manipulated,M2,2,,,,Ants,Pseudocymopterus montanus,,,,,,,,,,,
7/10/17,Meridian,KE,Manipulated,M2,2,,,,Blue butterfly,Vicia americana,CaraDonna potentially ids this to Glaucopsyche lygdamus,Lepidoptera,Lycaenidae,Polyommatinae,Cupido,amyntula,Everes amyntula,,,,
7/10/17,Meridian,LG,Manipulated,M2,3,,,,Other fly,Arenaria congesta,,Diptera,,,,,,,,,
7/10/17,Meridian,LG,Manipulated,M2,3,,,,Ants,Pseudocymopterus montanus,,,,,,,,,,,
7/10/17,Meridian,LG,Manipulated,M2,3,,,,Other fly,Pseudocymopterus montanus,,Diptera,,,,,,,,,
7/10/17,Meridian,KE,Manipulated,M2,2,,,,Bombus centralis ,Vicia americana,Queen,Hymenoptera,Apidae,Apinae,Bombus,centralis,Bombus centralis ,,,,
7/10/17,Meridian,ED,Manipulated,M1,4,,,,Bombus bifarius,Arenaria congesta,,Hymenoptera,Apidae,Apinae,Bombus,centralis,Bombus centralis ,,,,
7/10/17,Meridian,LX,Control,C3,2,,,,Syrphidae,Potentilla gracilis,,Hymenoptera,Apidae,Apinae,Bombus,centralis,Bombus centralis ,,,,
7/10/17,Meridian,CM,Manipulated,M2,4,,,,Small black solitary bee,Potentilla gracilis,,Hymenoptera,Apidae,Apinae,Bombus,centralis,Bombus centralis,,,,
7/10/17,Meridian,KE,Manipulated,M3,5,,,,Other fly,Linum lewisii,,Diptera,,,,,,,,,
7/10/17,Meridian,KE,Manipulated,M3,5,,,,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/10/17,Meridian,CM,Manipulated,M2,4,,,,Syrphidae,Pseudocymopterus montanus,,Diptera,Syrphidae,,,,,,,,
7/10/17,Meridian,KE,Manipulated,M2,1,,,,Beetles,Potentilla gracilis,,Coleoptera,,,,,,,,,
7/10/17,Meridian,KE,Manipulated,M2,1,,,,Beetles,Potentilla gracilis,,Coleoptera,,,,,,,,,
7/10/17,Meridian,KE,Control,C2,4,,,,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,,,,,,,,
7/10/17,Meridian,LG,Control,C1,4,,,,Blue butterfly,Pseudocymopterus montanus,CaraDonna potentially ids this to Glaucopsyche lygdamus,Lepidoptera,Lycaenidae,Polyommatinae,Cupido,amyntula,Everes amyntula,,,,
7/10/17,Meridian,KE,Control,C2,4,,,,Other fly,Linum lewisii,,Diptera,,,,,,,,,
7/10/17,Meridian,KE,Control,C2,4,,,,Ants,Pseudocymopterus montanus,,,,,,,,,,,
7/10/17,Meridian,LG,Control,C1,2,,,,Ants,Potentilla gracilis,,,,,,,,,,,
7/11/17,Pfeiler,LG,Manipulated,M2,5,,LG4,30340,Wasps,Potentilla gracilis,,Hymenoptera,Cicadellidae,,,,Cicadellidae,,,,
7/11/17,Pfeiler,ED,Manipulated,M2,4,,E6,30341,Small black solitary bee,Potentilla gracilis,,Hymenoptera,Halictidae,Rophitinae,Dufourea,harveyi,Dufourea harveyi,,,,
7/11/17,Pfeiler,ED,Manipulated,M2,4,,E7,30342,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Hydrotaea sp.,,,,
7/11/17,Pfeiler,ED,Control,C3,3,,E1,30343,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,Syrphinae,Sphaerophoria,,Sphaerophoria,,,,
7/11/17,Pfeiler,KE,Control,C2,1,,K1,30344,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Drymeia minor,,,,
7/11/17,Pfeiler,KE,Control,C2,1,,K2,30345,Other fly,Ligusticum porteri,,Diptera,Empididae,,,,Empididae,,,,
7/11/17,Pfeiler,KE,Control,C2,1,,K3,30346,Other fly,Senecio crassulus,,Diptera,,,,,,,,,
7/11/17,Pfeiler,KE,Control,C2,3,,K4,30347,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,Eristalinae,Cheilosia,,Cheilosia,,,,
7/11/17,Pfeiler,KE,Control,C2,3,,K5,30348,Other fly,Potentilla gracilis,,Diptera,Empididae,,,,Empididae,,,,
7/11/17,Pfeiler,LG,Control,C1,5,,LG1,30349,Other fly,Helianthella quinquenervis,Get second opinion,Diptera,,,,,Dip. morpho 15,,,,
7/11/17,Pfeiler,LG,Control,C1,1,,LG2,30350,Syrphidae,Ligusticum porteri,,Diptera,Syrphidae,Eristalinae,Hiatomyia,,Hiatomyia,,,,
7/11/17,Pfeiler,LX,Control,C1,4,,Lx1,30351,Hemipteran,Potentilla gracilis,,Hemiptera,Miridae,,,,Miridae,,,,
7/11/17,Pfeiler,LX,Control,C1,4,,LX2,30352,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,LX,Control,C2,4,,LX3,30353,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,ED,Control,C3,4,,E2,30354,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Musc. morpho 1,,,,
7/11/17,Pfeiler,ED,Control,C3,4,,E3,30355,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,CM,Control,C1,,,CM1,30356,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,CM,Control,C1,2,,CM2,30357,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Drymeia minor,,,,
7/11/17,Pfeiler,CM,Control,C1,2,,CM3,30358,Beetles,Senecio crassulus,,Coleoptera,Carabidae,,,,Carabidae,,,,
7/11/17,Pfeiler,CM,Control,C1,2,,CM4,30359,Syrphidae,Senecio crassulus,,Diptera,Syrphidae,,,,,,,,
7/11/17,Pfeiler,CM,Control,C1,2,,CM5,30360,Syrphidae,Senecio crassulus,,Diptera,Syrphidae,Eristalinae,Hiatomyia,,Hiatomyia,,,,
7/11/17,Pfeiler,ED,Control,C3,4,,E4,30361,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,LG,Control,C1,1,,LG3,30362,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Drymeia minor,,,,
7/11/17,Pfeiler,LX,Control,C2,4,,LX4,30363,Other fly,Potentilla gracilis,Get second opinion,Diptera,,,,,Dip. morpho 7,,,,
7/11/17,Pfeiler,KE,Control,C3,2,,K7,30364,Other fly,Potentilla gracilis,Get second opinion,Diptera,Muscidae,,,,Musc. morpho 1,,,,
7/11/17,Pfeiler,LX,Control,C2,4,,LX5,30365,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,LX,Control,C2,4,,LX6,30366,Other fly,Potentilla gracilis,,Diptera,Empididae,,,,Empididae,,,,
7/11/17,Pfeiler,LX,Control,C3,5,,LX7,30367,Other fly,Potentilla gracilis,,Diptera,Empididae,,,,Empididae,,,,
7/11/17,Pfeiler,LX,Control,C3,5,,LX8,30368,Other fly,Ligusticum porteri,Get second opinion,Diptera,,,,,Dip. morpho 6,,,,
7/11/17,Pfeiler,LX,Control,C3,5,,LX9,30369,Hemipteran,Ligusticum porteri,,Hemiptera,Miridae,,,,Miridae,,,,
7/11/17,Pfeiler,KE,Manipulated,M1,1,,K8,30370,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Drymeia minor,,,,
7/11/17,Pfeiler,KE,Manipulated,M1,1,,K9,30371,Bombyliidae,Potentilla gracilis,,Diptera,Bombyliidae,,,,Bombyliidae 1,,,,
7/11/17,Pfeiler,CM,Manipulated,M1,4,,CM6,30372,Beetles,Senecio crassulus,split into three specimens,Coleoptera,Curculionidae,,,,Curculionidae,,,,
7/11/17,Pfeiler,CM,Manipulated,M1,4,,CM6,30373,Beetles,Senecio crassulus,,Coleoptera,Curculionidae,,,,Curculionidae,,,,
7/11/17,Pfeiler,CM,Manipulated,M1,4,,CM6,30374,Beetles,Senecio crassulus,,Coleoptera,Curculionidae,,,,Curculionidae,,,,
7/11/17,Pfeiler,KE,Manipulated,M1,1,,K10,30375,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,,,,,,,,
7/11/17,Pfeiler,ED,Manipulated,M1,3,,E5,30376,Small black solitary bee,Potentilla gracilis,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,,,,
7/11/17,Pfeiler,CM,Manipulated,M3,5,,CM7,30377,Small black solitary bee,Senecio crassulus,,Hymenoptera,,,,,,,,,
7/11/17,Pfeiler,KE,Manipulated,M2,3,,K11,30378,Other fly,Senecio crassulus,Get second opinion,Diptera,,,,,Dip. morpho 16,,,,
7/11/17,Pfeiler,LX,Manipulated,M3,1,,LX10,30379,Syrphidae,Senecio crassulus,,Diptera,Syrphidae,Eristalinae,Eristalis,,Eristalis,,,,
7/11/17,Pfeiler,KE,Control,C3,2,,K6,30381,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,,,,,,,,
7/11/17,Pfeiler,LX,Manipulated,M3,4,,LX11,30398,Syrphidae,Senecio crassulus,Lost and found! ,Diptera,Syrphidae,Syrphinae,Sphaerophoria,,Sphaerophoria,,,,
7/11/17,Pfeiler,LG,Manipulated,M2,5,,,NA,Ants,Potentilla gracilis,,,,,,,,,,,
7/11/17,Pfeiler,LG,Manipulated,M2,3,,,NA,Ants,Linum lewisii,,,,,,,,,,,
7/11/17,Pfeiler,LG,Manipulated,M2,3,,,NA,Bombus appositus,Vicia americana,,Hymenoptera,Apidae,Apinae,Bombus,appositus,Bombus appositus,,,,
7/11/17,Pfeiler,LG,Manipulated,M1,5,,,NA,Bombus bifarius,Helianthella quinquenervis,,Hymenoptera,Apidae,Apinae,Bombus,bifarius,Bombus bifarius,,,,
7/11/17,Pfeiler,KE,Control,C2,1,,,NA,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,ED,Control,C1,3,,,NA,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,,,,,,,,
7/11/17,Pfeiler,KE,Control,C2,1,,,NA,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,ED,Control,C3,1,,,NA,Thrip,Potentilla gracilis,,,,,,,,,,,
7/11/17,Pfeiler,CM,Control,C1,2,,,NA,Bombus bifarius,Senecio crassulus,,Hymenoptera,Apidae,Apinae,Bombus,bifarius,Bombus bifarius,,,,
7/11/17,Pfeiler,LG,Control,C2,5,,,NA,Other fly,Ligusticum porteri,,Diptera,,,,,,,,,
7/11/17,Pfeiler,LX,Control,C1,4,,,NA,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,LG,Control,C1,5,,,NA,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,,,,,,,,
7/11/17,Pfeiler,LG,Control,C1,5,,,NA,Ants,Potentilla gracilis,,,,,,,,,,,
7/11/17,Pfeiler,LG,Control,C2,5,,,NA,Syrphidae,Ligusticum porteri,,Diptera,Syrphidae,,,,,,,,
7/11/17,Pfeiler,ED,Control,C3,4,,,NA,Other fly,Ligusticum porteri,,Diptera,,,,,,,,,
7/11/17,Pfeiler,LX,Manipulated,M3,1,,,NA,Other fly,Senecio crassulus,,Diptera,,,,,,,,,
7/11/17,Pfeiler,LX,Manipulated,M3,1,,,NA,Wasps,Senecio crassulus,,Hymenoptera,,,,,,,,,
7/11/17,Pfeiler,CM,Manipulated,M3,5,,,NA,Ants,Senecio crassulus,,,,,,,,,,,
7/11/17,Pfeiler,LX,Manipulated,M1,1,,,NA,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/11/17,Pfeiler,LX,Manipulated,M1,1,,,NA,Beetles,Ligusticum porteri,,Coleoptera,,,,,,,,,
7/11/17,Pfeiler,LX,Manipulated,M1,1,,,NA,Small black solitary bee,Potentilla gracilis,,Hymenoptera,,,,,,,,,
7/11/17,Pfeiler,LX,Manipulated,M3,4,,,NA,Bombus bifarius,Senecio crassulus,,Hymenoptera,Apidae,Apinae,Bombus,bifarius,Bombus bifarius,,,,
7/11/17,Pfeiler,CM,Manipulated,M3,5,,,,Small black solitary bee,Linum lewisii,,Hymenoptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Manipulated,M2,1,,K1,30399,Other fly,Potentilla gracilis,,Diptera,Muscidae,Azeliinae,Thricops,,Thricops,,,,
7/13/17,Avery Picnic,KE,Manipulated,M2,1,,K2,30400,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Manipulated,M2,4,,K3,30401,Other fly,Potentilla gracilis,,Diptera,Muscidae,Azeliinae,Thricops,,Thricops,,,,
7/13/17,Avery Picnic,KE,Manipulated,M1,5,,K4,30402,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Hydrotaea sp.,,,,
7/13/17,Avery Picnic,KE,Manipulated,M1,3,,K5,30403,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Manipulated,M1,3,,K5,30404,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,LG,Manipulated,M3,5,,LG1,30405,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,LG,Manipulated,M2,5,,LG2,30406,Other fly,Ligusticum porteri,,Diptera,Rhagionidae,Rhagioninae,Symphoromyia,,Symphoromyia,,,,
7/13/17,Avery Picnic,KE,Manipulated,M1,3,,K6,30407,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Manipulated,M3,1,,K7,30408,Small black solitary bee,Potentilla fruticosa,,Hymenoptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Manipulated,M2,3,,K8,30409,Beetles,Potentilla gracilis,,Coleoptera,,,,,,,,,
7/13/17,Avery Picnic,ED,Control,C1,5,,E2,30417,Hemipteran,Hymenoxys hoopesii,,Hemiptera,,,,,,,,,
7/13/17,Avery Picnic,ED,Control,C1,5,,E3,30418,Hemipteran,Hymenoxys hoopesii,,Hemiptera,,,,,,,,,
7/13/17,Avery Picnic,CM,Control,C1,2,,CM7,30427,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C2,3,,K9,30437,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C2,3,,K9,30438,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,K10,30439,Wasps,Heracleum sphondylium,,Hymenoptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,K11,30440,Beetles,Hydrophyllum fendleri,,Coleoptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,K12,30441,Hemipteran,Heracleum sphondylium,,Hemiptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,K13,30442,Hemipteran,Heracleum sphondylium,,Hemiptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,K13,30443,Hemipteran,Heracleum sphondylium,,Hemiptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,K13,30444,Hemipteran,Heracleum sphondylium,,Hemiptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,K14,30445,Beetles,Heracleum sphondylium,,Coleoptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,K15,30446,Other fly,Hydrophyllum fendleri,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,K16,30447,Other fly,Heracleum sphondylium,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,LG,Control,C3,3,,LG7,30456,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,LG,Control,C2,1,,LG8,30457,Other fly,Heracleum sphondylium,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,LG,Control,C2,1,,LG9,30458,Other fly,Heracleum sphondylium,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,LG,Control,C2,1,,LG10,30459,Other fly,Heracleum sphondylium,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,LG,Control,C2,1,,LG11,30460,Other fly,Heracleum sphondylium,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Manipulated,M2,1,,,,Small black solitary bee,Potentilla gracilis,,Hymenoptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Manipulated,M1,5,,,,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,LG,Manipulated,M1,4,,,,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,,,,,,,,
7/13/17,Avery Picnic,LG,Manipulated,M1,4,,,,Other fly,Ligusticum porteri,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,LG,Manipulated,M1,1,,,,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Manipulated,M2,3,,,,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,CM,Control,C1,2,,,,Wasps,Potentilla gracilis,,Hymenoptera,,,,,,,,,
7/13/17,Avery Picnic,CM,Control,C1,2,,,,Wasps,Potentilla gracilis,,Hymenoptera,,,,,,,,,
7/13/17,Avery Picnic,ED,Control,C3,1,,,,Other fly,Ligusticum porteri,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,,,Other fly,Heracleum sphondylium,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,,,Other fly,Heracleum sphondylium,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C3,2,,,,Other fly,Hydrophyllum fendleri,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C2,2,,,,Other fly,Geranium richardsonii,,Diptera,,,,,,,,,
7/13/17,Avery Picnic,KE,Control,C2,2,,,,Other fly,Geranium richardsonii,,Diptera,,,,,,,,,
7/17/17,Pfeiler,LX,Manipulated,M1,1,,LX1,30623,Other fly,Helianthella quinquenervis,,Diptera,Muscidae,,,,Drymeia minor,,,,
7/17/17,Pfeiler,LX,Manipulated,M1,1,,LX2,30624,Other fly,Potentilla gracilis,,Diptera,Muscidae,Azeliinae,Thricops,,Thricops,,,,
7/17/17,Pfeiler,KE,Manipulated,M1,2,,K1,30625,Other fly,Potentilla gracilis,,Diptera,Muscidae,Azeliinae,Thricops,,Thricops,,,,
7/17/17,Pfeiler,KE,Manipulated,M1,2,,K2,30626,Other fly,Potentilla gracilis,Get second opinion,Diptera,,,,,Dip. morpho 12,,,,
7/17/17,Pfeiler,ED,Manipulated,M2,4,,E1,30627,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Hydrotaea sp.,,,,
7/17/17,Pfeiler,ED,Manipulated,M2,4,,E2,30628,Other fly,Helianthella quinquenervis,,Diptera,,,,,,,,,
7/17/17,Pfeiler,ED,Manipulated,M2,4,,E3,30629,Bombus flavifrons,Helianthella quinquenervis,worker,Hymenoptera,Apidae,Apinae,Bombus,flavifrons,Bombus flavifrons,,,,
7/17/17,Pfeiler,ED,Manipulated,M2,4,,E4,30630,Other fly,Ligusticum porteri,,Diptera,Scathophagidae,,,,Scathophagidae,,,,
7/17/17,Pfeiler,KE,Control,C2,1,,K10,30631,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Drymeia minor,,,,
7/17/17,Pfeiler,KE,Control,C2,1,,K12,30632,Other fly,Senecio crassulus,,Diptera,,,,,,,,,
7/17/17,Pfeiler,LG,Control,C2,4,,LG8,30633,Other fly,Ligusticum porteri,,Diptera,Muscidae,Phaoniinae,Phaonia,,Phaonia,,,,
7/17/17,Pfeiler,ED,Control,C1,1,,E5,30634,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/17/17,Pfeiler,LG,Control,C2,5,,LG9,30635,Syrphidae,Ligusticum porteri,,Diptera,Syrphidae,Eristalinae,Cheilosia,,Cheilosia,,,,
7/17/17,Pfeiler,LG,Control,C2,5,,LG10,30636,Other fly,Ligusticum porteri,,Diptera,Muscidae,,,,Hydrotaea sp.,,,,
7/17/17,Pfeiler,LG,Control,C2,5,,LG11,30637,Syrphidae,Ligusticum porteri,,Diptera,Syrphidae,Eristalinae,Cheilosia,,Cheilosia,,,,
7/17/17,Pfeiler,CM,Manipulated,M2,3,,CM1,30638,Other fly,Senecio crassulus,,Diptera,,,,,,,,,
7/17/17,Pfeiler,CM,Manipulated,M2,3,,CM2,30639,Syrphidae,Senecio crassulus,,Diptera,Syrphidae,Syrphinae,Chrysotoxum,,Chrysotoxum,,,,
7/17/17,Pfeiler,CM,Manipulated,M2,3,,CM3,30640,Other fly,Senecio crassulus,,Diptera,Muscidae,,,,Hydrotaea sp.,,,,
7/17/17,Pfeiler,CM,Manipulated,M2,3,,CM4,30641,Other fly,Senecio crassulus,,Diptera,,,,,,,,,
7/17/17,Pfeiler,CM,Manipulated,M2,3,,CM5,30642,Other fly,Senecio crassulus,,Diptera,Anthomyiidae,,,,Anthomyiidae sp.,,,,
7/17/17,Pfeiler,CM,Manipulated,M2,3,,CM6,30643,Other fly,Senecio crassulus,,Diptera,,,,,,,,,
7/17/17,Pfeiler,CM,Control,C1,2,,CM7,30644,Other fly,Senecio crassulus,,Diptera,,,,,,,,,
7/17/17,Pfeiler,CM,Control,C1,2,,CM8,30645,Other fly,Ligusticum porteri,,Diptera,,,,,,,,,
7/17/17,Pfeiler,CM,Control,C3,3,,CM9,30646,Other fly,Ligusticum porteri,,Diptera,Muscidae,Azeliinae,Thricops,,Thricops,,,,
7/17/17,Pfeiler,CM,Control,C3,3,,CM10,30647,Hemipteran,Ligusticum porteri,,Hemiptera,Miridae,,,,Miridae,,,,
7/17/17,Pfeiler,CM,Control,C1,3,,CM11,30648,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/17/17,Pfeiler,CM,Control,C1,3,,CM12,30649,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/17/17,Pfeiler,LX,Manipulated,M2,2,,LX3,30650,Other fly,Linum lewisii,,Diptera,,,,,,,,,
7/17/17,Pfeiler,LX,Manipulated,M2,2,,LX4,30651,Other fly,Linum lewisii,,Diptera,,,,,,,,,
7/17/17,Pfeiler,LX,Manipulated,M2,2,,LX5,30652,Other fly,Linum lewisii,Prev. Cheilosia 3,Diptera,Asilidae,,,,Asilidae,,,,
7/17/17,Pfeiler,LX,Manipulated,M2,2,,LX6,30653,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Drymeia minor,,,,
7/17/17,Pfeiler,LX,Manipulated,M2,2,,LX7,30654,Other fly,Linum lewisii,,Diptera,,,,,,,,,
7/17/17,Pfeiler,LX,Manipulated,M2,2,,LX8,30655,Other fly,Linum lewisii,,Diptera,,,,,,,,,
7/17/17,Pfeiler,LX,Manipulated,M2,2,,LX9,30656,Other fly,Linum lewisii,,Diptera,Muscidae,Azeliinae,Thricops,,Thricops,,,,
7/17/17,Pfeiler,LX,Manipulated,M2,2,,LX10,30657,Other fly,Ligusticum porteri,,Diptera,Bibionidae,,,,Bibionidae,,,,
7/17/17,Pfeiler,LX,Manipulated,M2,2,,LX11,30658,Other fly,Linum lewisii,,Diptera,Muscidae,Azeliinae,Thricops,,Thricops,,,,
7/17/17,Pfeiler,LX,Manipulated,M3,4,,LX12,30659,Syrphidae,Senecio crassulus,,Diptera,Syrphidae,,,,,,,,
7/17/17,Pfeiler,LX,Manipulated,M3,4,,LX13,30660,Syrphidae,Senecio crassulus,,Diptera,Syrphidae,Eristalinae,Eristalis,,Eristalis,,,,
7/17/17,Pfeiler,LX,Control,C1,5,,LX14,30661,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,Eristalinae,Cheilosia,,Cheilosia,,,,
7/17/17,Pfeiler,LX,Control,C2,3,,LX15,30662,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Drymeia minor,,,,
7/17/17,Pfeiler,LX,Manipulated,M3,4,,LX16,30663,Other fly,Potentilla gracilis,,Diptera,Empididae,,,,Empididae,,,,
7/17/17,Pfeiler,LX,Control,C3,4,,LX17,30664,Other fly,Potentilla gracilis,,Diptera,Muscidae,Azeliinae,Thricops,,Thricops,,,,
7/17/17,Pfeiler,LX,Control,C3,4,,LX18,30665,Other fly,Potentilla gracilis,,Diptera,Empididae,,,,Empididae,,,,
7/17/17,Pfeiler,LX,Control,C3,4,,LX19,30666,Other fly,Potentilla gracilis,,Diptera,Empididae,,,,Empididae,,,,
7/17/17,Pfeiler,LX,Control,C3,4,,LX20,30667,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/17/17,Pfeiler,LX,Control,C3,4,,LX21,30668,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Drymeia minor,,,,
7/17/17,Pfeiler,LX,Control,C3,4,,LX22,30669,Other fly,Potentilla gracilis,,Diptera,Empididae,,,,Empididae,,,,
7/17/17,Pfeiler,LX,Control,C3,4,,LX23,30670,Other fly,Potentilla gracilis,,Diptera,Empididae,,,,Empididae,,,,
7/17/17,Pfeiler,LX,Control,C3,4,,LX24,30671,Syrphidae,Potentilla gracilis,,Diptera,Syrphidae,Eristalinae,Cheilosia,,Cheilosia,,,,
7/17/17,Pfeiler,LX,Control,C3,4,,LX25,30672,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/17/17,Pfeiler,KE,Manipulated,M3,5,,K3,30673,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
7/17/17,Pfeiler,KE,Manipulated,M3,5,,K4,30674,Other fly,Potentilla gracilis,,Diptera,,,,,,,,,
